c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    63327        65      251 |   34099   130321   294444 |   109   472624     5144 15457371 | 51.267 % |
c |    63327        65      251 |   34099   130321   294444 |   109   482624     5145 15457371 | 51.267 % |
c |    63330        65      251 |   34099   130321   294444 |   109   492624     5145 15457371 | 51.267 % |
c |    63387        65      251 |   34099   130321   294444 |   109   502624     5145 15457371 | 51.267 % |
c |    63387        65      251 |   34099   130321   294444 |   109   512624     5146 15457371 | 51.267 % |
c |    63390        65      252 |   34099   130321   294444 |   109   522624     5146 15457371 | 51.267 % |
c |    63436        65      252 |   34099   130321   294444 |   109   532624     5147 15457371 | 51.267 % |
c |    63480        65      252 |   34099   130321   294444 |   109   542624     5147 15457371 | 51.267 % |
c |    63491        65      252 |   34099   130321   294444 |   109   552624     5149 15457371 | 51.267 % |
c |    63529        65      252 |   34099   130321   294444 |   109   562624     5150 15457371 | 51.267 % |
c |    63566        65      252 |   34099   130321   294444 |   110   287820     5150 15742175 | 51.267 % |
c |    63607        65      252 |   34099   130321   294444 |   110   297820     5151 15742175 | 51.267 % |
c |    63607        65      252 |   34099   130321   294444 |   110   307820     5151 15742175 | 51.267 % |
c |    63624        65      252 |   34099   130321   294444 |   110   317820     5151 15742175 | 51.267 % |
c |    63665        65      252 |   34099   130321   294444 |   110   327820     5151 15742175 | 51.267 % |
c |    63716        65      252 |   34099   130321   294444 |   110   337820     5151 15742175 | 51.267 % |
c |    63760        66      252 |   34099   130321   294444 |   110   347820     5152 15742175 | 51.267 % |
c |    63805        66      252 |   34099   130321   294444 |   110   357820     5153 15742175 | 51.267 % |
c |    63829        66      252 |   34099   130321   294444 |   110   367820     5154 15742175 | 51.267 % |
c |    63850        66      252 |   34099   130321   294444 |   110   377820     5157 15742175 | 51.267 % |
c |    63886        66      252 |   34099   130321   294444 |   110   387820     5160 15742175 | 51.267 % |
c |    63961        66      252 |   34099   130321   294444 |   110   397820     5160 15742175 | 51.267 % |
c |    64009        66      252 |   34099   130321   294444 |   110   407820     5161 15742175 | 51.267 % |
c |    64028        66      252 |   34099   130321   294444 |   110   417820     5161 15742175 | 51.267 % |
c |    64064        66      252 |   34099   130321   294444 |   110   427820     5161 15742175 | 51.267 % |
c |    64111        66      252 |   34099   130321   294444 |   110   437820     5161 15742175 | 51.267 % |
c |    64139        66      252 |   34099   130321   294444 |   110   447820     5164 15742175 | 51.267 % |
c |    64157        66      252 |   34099   130321   294444 |   110   457820     5165 15742175 | 51.267 % |
c |    64167        66      252 |   34099   130321   294444 |   110   467820     5168 15742175 | 51.267 % |
c |    64203        66      252 |   34099   130321   294444 |   110   477820     5169 15742175 | 51.267 % |
c |    64257        66      252 |   34099   130321   294444 |   110   487820     5170 15742175 | 51.267 % |
c |    64306        66      252 |   34099   130321   294444 |   110   497820     5170 15742175 | 51.267 % |
c |    64350        66      252 |   34099   130321   294444 |   110   507820     5170 15742175 | 51.267 % |
c |    64402        66      252 |   34099   130321   294444 |   110   517820     5170 15742175 | 51.267 % |
c |    64408        66      252 |   34099   130321   294444 |   110   527820     5170 15742175 | 51.267 % |
c |    64463        66      252 |   34099   130321   294444 |   110   537820     5170 15742175 | 51.267 % |
c |    64503        66      252 |   34099   130321   294444 |   110   547820     5172 15742175 | 51.267 % |
c |    64562        66      252 |   34099   130321   294444 |   110   557820     5173 15742175 | 51.267 % |
c |    64600        66      252 |   34099   130321   294444 |   110   567820     5173 15742175 | 51.267 % |
c |    64632        66      252 |   34099   130321   294444 |   111   290431     5173 16029564 | 51.267 % |
c |    64669        66      252 |   34099   130321   294444 |   111   300431     5173 16029564 | 51.267 % |
c |    64674        66      252 |   34099   130321   294444 |   111   310431     5173 16029564 | 51.267 % |
c |    64725        66      252 |   34099   130321   294444 |   111   320431     5174 16029564 | 51.267 % |
c |    64775        66      252 |   34099   130321   294444 |   111   330431     5175 16029564 | 51.267 % |
c |    64820        66      252 |   34099   130321   294444 |   111   340431     5176 16029564 | 51.267 % |
c |    64870        66      252 |   34099   130321   294444 |   111   350431     5178 16029564 | 51.267 % |
c |    64919        66      252 |   34099   130321   294444 |   111   360431     5178 16029564 | 51.267 % |
c |    64951        66      252 |   34099   130321   294444 |   111   370431     5180 16029564 | 51.267 % |
c |    64988        66      252 |   34099   130321   294444 |   111   380431     5181 16029564 | 51.267 % |
c |    65035        66      252 |   34099   130321   294444 |   111   390431     5181 16029564 | 51.267 % |
c |    65065        66      252 |   34099   130321   294444 |   111   400431     5181 16029564 | 51.267 % |
c |    65097        66      252 |   34099   130321   294444 |   111   410431     5181 16029564 | 51.267 % |
c |    65151        66      252 |   34099   130321   294444 |   111   420431     5183 16029564 | 51.267 % |
c |    65175        66      252 |   34099   130321   294444 |   111   430431     5183 16029564 | 51.267 % |
c |    65215        66      252 |   34099   130321   294444 |   111   440431     5185 16029564 | 51.267 % |
c |    65247        66      252 |   34099   130321   294444 |   111   450431     5186 16029564 | 51.267 % |
c |    65280        66      252 |   34099   130321   294444 |   111   460431     5187 16029564 | 51.267 % |
c |    65294        66      252 |   34099   130321   294444 |   111   470431     5187 16029564 | 51.267 % |
c |    65299        66      252 |   34099   130321   294444 |   111   480431     5189 16029564 | 51.267 % |
c |    65332        66      252 |   34099   130321   294444 |   111   490431     5189 16029564 | 51.267 % |
c |    65332        66      253 |   34099   130321   294444 |   111   500431     5189 16029564 | 51.267 % |
c |    65351        66      253 |   34099   130321   294444 |   111   510431     5190 16029564 | 51.267 % |
c |    65374        66      253 |   34099   130321   294444 |   111   520431     5190 16029564 | 51.267 % |
c |    65421        66      253 |   34099   130321   294444 |   111   530431     5190 16029564 | 51.267 % |
c |    65454        66      253 |   34099   130321   294444 |   111   540431     5191 16029564 | 51.267 % |
c |    65507        66      253 |   34099   130321   294444 |   111   550431     5193 16029564 | 51.267 % |
c |    65507        66      253 |   34099   130321   294444 |   111   560431     5193 16029564 | 51.267 % |
c |    65514        66      253 |   34099   130321   294444 |   111   570431     5194 16029564 | 51.267 % |
c |    65567        66      253 |   34099   130321   294444 |   112   290440     5194 16319555 | 51.267 % |
c |    65631        66      253 |   34099   130321   294444 |   112   300440     5194 16319555 | 51.267 % |
c |    65670        66      253 |   34099   130321   294444 |   112   310440     5197 16319555 | 51.267 % |
c |    65722        66      253 |   34099   130321   294444 |   112   320440     5197 16319555 | 51.267 % |
c |    65762        66      253 |   34099   130321   294444 |   112   330440     5199 16319555 | 51.267 % |
c |    65765        66      253 |   34099   130321   294444 |   112   340440     5201 16319555 | 51.267 % |
c |    65802        66      253 |   34099   130321   294444 |   112   350440     5202 16319555 | 51.267 % |
c |    65814        66      253 |   34099   130321   294444 |   112   360440     5205 16319555 | 51.267 % |
c |    65842        66      253 |   34099   130321   294444 |   112   370440     5206 16319555 | 51.267 % |
c |    65855        66      253 |   34099   130321   294444 |   112   380440     5207 16319555 | 51.267 % |
c |    65865        66      253 |   34099   130321   294444 |   112   390440     5207 16319555 | 51.267 % |
c |    65895        66      253 |   34099   130321   294444 |   112   400440     5207 16319555 | 51.267 % |
c |    65926        66      253 |   34099   130321   294444 |   112   410440     5209 16319555 | 51.267 % |
c |    65958        66      253 |   34099   130321   294444 |   112   420440     5210 16319555 | 51.267 % |
c |    65973        66      253 |   34099   130321   294444 |   112   430440     5211 16319555 | 51.267 % |
c |    66023        66      253 |   34099   130321   294444 |   112   440440     5212 16319555 | 51.267 % |
c |    66071        66      253 |   34099   130321   294444 |   112   450440     5213 16319555 | 51.267 % |
c |    66085        66      253 |   34099   130321   294444 |   112   460440     5213 16319555 | 51.267 % |
c |    66136        66      253 |   34099   130321   294444 |   112   470440     5214 16319555 | 51.267 % |
c |    66152        66      253 |   34099   130321   294444 |   112   480440     5214 16319555 | 51.267 % |
c |    66152        66      254 |   34099   130321   294444 |   112   490440     5217 16319555 | 51.267 % |
c |    66204        66      254 |   34099   130321   294444 |   112   500440     5221 16319555 | 51.267 % |
c |    66267        66      253 |   34099   130321   294444 |   112   510440     5221 16319555 | 51.267 % |
c |    66298        66      254 |   34099   130321   294444 |   112   520440     5221 16319555 | 51.267 % |
c |    66318        66      254 |   34099   130321   294444 |   112   530440     5222 16319555 | 51.267 % |
c |    66365        66      254 |   34099   130321   294444 |   112   540440     5222 16319555 | 51.267 % |
c |    66418        66      253 |   34099   130321   294444 |   112   550440     5222 16319555 | 51.267 % |
c |    66445        66      254 |   34099   130321   294444 |   112   560440     5222 16319555 | 51.267 % |
c |    66477        66      254 |   34099   130321   294444 |   112   570440     5223 16319555 | 51.267 % |
c |    66532        66      254 |   34099   130321   294444 |   112   580440     5223 16319555 | 51.267 % |
c |    66536        66      254 |   34099   130321   294444 |   113   297827     5225 16612168 | 51.267 % |
c |    66570        66      254 |   34099   130321   294444 |   113   307827     5226 16612168 | 51.267 % |
c |    66611        66      254 |   34099   130321   294444 |   113   317827     5226 16612168 | 51.267 % |
c |    66652        66      254 |   34099   130321   294444 |   113   327827     5228 16612168 | 51.267 % |
c |    66678        66      254 |   34099   130321   294444 |   113   337827     5229 16612168 | 51.267 % |
c |    66715        66      254 |   34099   130321   294444 |   113   347827     5230 16612168 | 51.267 % |
c |    66753        66      254 |   34099   130321   294444 |   113   357827     5232 16612168 | 51.267 % |
c |    66766        66      254 |   34099   130321   294444 |   113   367827     5232 16612168 | 51.267 % |
c |    66798        66      254 |   34099   130321   294444 |   113   377827     5233 16612168 | 51.267 % |
c |    66840        66      254 |   34099   130321   294444 |   113   387827     5234 16612168 | 51.267 % |
c |    66891        66      254 |   34099   130321   294444 |   113   397827     5234 16612168 | 51.267 % |
c |    66901        66      254 |   34099   130321   294444 |   113   407827     5234 16612168 | 51.267 % |
c |    66941        66      254 |   34099   130321   294444 |   113   417827     5234 16612168 | 51.267 % |
c |    66973        66      254 |   34099   130321   294444 |   113   427827     5234 16612168 | 51.267 % |
